EmployeeID,Position,ExperienceYears,Degree,Field,Certification,ResearchPublications,University,Location,Salary
8980,Research Scientist,17,Master's,Engineering,Advanced Certified,80,University A,Suburban,97350
8981,Lecturer,14,Master's,Arts,Certified,95,University A,Urban,101400
8982,Associate Professor,25,Master's,Science,None,80,University B,Suburban,102850
8983,Associate Professor,27,Master's,Business,None,57,University B,Urban,116870
8984,Associate Professor,8,Bachelor's,Business,Certified,33,University A,Urban,95680
8985,Lecturer,17,PhD,Engineering,Certified,70,University A,Rural,84500
8986,Research Scientist,5,Master's,Engineering,None,92,University A,Suburban,85690
8987,Professor,12,PhD,Science,Certified,16,University D,Rural,107200
8988,Assistant Professor,38,Master's,Medicine,Certified,87,University D,Suburban,101640
8989,Professor,18,PhD,Arts,Advanced Certified,71,University D,Suburban,137720
8990,Research Scientist,26,Bachelor's,Science,Advanced Certified,22,University B,Suburban,84040
8991,Professor,31,Master's,Science,Certified,32,University D,Urban,142870
8992,Lecturer,37,Bachelor's,Engineering,Advanced Certified,28,University A,Rural,75100
8993,Associate Professor,6,Bachelor's,Engineering,Advanced Certified,18,University B,Rural,73600
8994,Research Scientist,15,PhD,Medicine,Certified,68,University B,Rural,91100
8995,Research Scientist,26,Master's,Medicine,None,36,University D,Urban,100360
8996,Professor,12,Bachelor's,Engineering,None,86,University B,Suburban,113520
8997,Lecturer,14,PhD,Business,None,25,University A,Suburban,78100
8998,Professor,1,PhD,Medicine,None,23,University B,Urban,130130
8999,Professor,17,PhD,Science,Advanced Certified,53,University C,Suburban,133210
9000,Research Scientist,33,Bachelor's,Engineering,Advanced Certified,20,University A,Suburban,87450
9001,Professor,29,PhD,Arts,Certified,96,University A,Rural,131700
9002,Associate Professor,31,PhD,Arts,Certified,89,University D,Urban,144690
9003,Professor,8,PhD,Business,None,9,University A,Suburban,110880
9004,Associate Professor,30,Bachelor's,Engineering,None,41,University A,Urban,108160
9005,Research Scientist,13,PhD,Science,Certified,28,University B,Urban,106730
9006,Lecturer,16,Bachelor's,Business,Certified,56,University C,Suburban,72820
9007,Associate Professor,2,PhD,Science,None,34,University B,Suburban,91080
9008,Lecturer,18,Bachelor's,Arts,Advanced Certified,27,University C,Urban,85020
9009,Lecturer,35,Bachelor's,Science,Advanced Certified,11,University A,Urban,91910
9010,Associate Professor,19,Master's,Arts,Advanced Certified,57,University B,Suburban,102190
9011,Research Scientist,13,Master's,Medicine,Advanced Certified,43,University B,Rural,79100
9012,Assistant Professor,4,Master's,Arts,Advanced Certified,6,University D,Suburban,69520
9013,Lecturer,19,Bachelor's,Arts,Certified,15,University B,Urban,77350
9014,Lecturer,25,PhD,Business,Certified,83,University C,Urban,118430
9015,Research Scientist,38,PhD,Business,None,92,University C,Suburban,114840
9016,Research Scientist,31,Bachelor's,Engineering,Certified,34,University A,Suburban,85030
9017,Professor,36,PhD,Engineering,Certified,91,University D,Urban,174460
9018,Research Scientist,4,Bachelor's,Arts,Certified,6,University D,Urban,75660
9019,Lecturer,39,PhD,Medicine,Certified,85,University B,Urban,128050
9020,Associate Professor,7,Bachelor's,Engineering,None,13,University A,Rural,66100
9021,Assistant Professor,16,Master's,Arts,Certified,58,University C,Rural,75600
9022,Professor,5,Master's,Business,Certified,99,University D,Urban,143390
9023,Associate Professor,23,PhD,Engineering,None,61,University A,Urban,128310
9024,Assistant Professor,36,PhD,Engineering,Certified,73,University B,Suburban,108460
9025,Assistant Professor,32,PhD,Arts,None,65,University D,Urban,119600
9026,Assistant Professor,24,PhD,Arts,Advanced Certified,21,University B,Rural,86200
9027,Associate Professor,25,Master's,Science,Advanced Certified,15,University C,Urban,113750
9028,Professor,28,Master's,Science,Certified,98,University C,Rural,121600
9029,Professor,19,Bachelor's,Medicine,Certified,74,University A,Suburban,118030
9030,Assistant Professor,7,PhD,Engineering,Certified,42,University B,Rural,77900
9031,Associate Professor,17,Master's,Science,Certified,96,University A,Suburban,105270
9032,Assistant Professor,2,Bachelor's,Arts,Advanced Certified,97,University C,Rural,75400
9033,Research Scientist,16,Bachelor's,Engineering,Advanced Certified,96,University D,Rural,86200
9034,Professor,39,Bachelor's,Science,Certified,82,University C,Rural,118900
9035,Lecturer,18,Master's,Medicine,None,19,University A,Rural,61800
9036,Assistant Professor,39,Bachelor's,Medicine,None,9,University B,Rural,69300
9037,Research Scientist,1,PhD,Medicine,Advanced Certified,18,University C,Suburban,85910
9038,Professor,3,Bachelor's,Medicine,None,11,University A,Urban,108810
9039,Associate Professor,21,Bachelor's,Arts,Certified,9,University B,Suburban,82830
9040,Professor,30,Master's,Medicine,Certified,70,University A,Urban,152100
9041,Associate Professor,11,Bachelor's,Business,Certified,55,University C,Suburban,87450
9042,Associate Professor,22,Master's,Medicine,Certified,10,University B,Rural,81000
9043,Assistant Professor,25,Master's,Science,Certified,79,University C,Urban,109590
9044,Assistant Professor,3,PhD,Engineering,None,96,University C,Urban,108810
9045,Professor,30,Bachelor's,Science,None,60,University C,Suburban,117700
9046,Research Scientist,24,PhD,Engineering,Advanced Certified,37,University C,Urban,121420
9047,Professor,36,PhD,Arts,Advanced Certified,16,University C,Rural,123200
9048,Lecturer,23,Bachelor's,Engineering,None,53,University A,Urban,85930
9049,Associate Professor,8,Bachelor's,Business,None,44,University D,Suburban,80080
9050,Associate Professor,4,Master's,Medicine,Advanced Certified,24,University D,Urban,102440
9051,Assistant Professor,39,Bachelor's,Science,Certified,30,University C,Suburban,84150
9052,Research Scientist,31,Master's,Engineering,Advanced Certified,64,University C,Rural,92300
9053,Assistant Professor,29,PhD,Science,Advanced Certified,38,University C,Suburban,101310
9054,Lecturer,36,PhD,Medicine,None,19,University B,Suburban,88880
9055,Professor,13,Master's,Arts,Advanced Certified,72,University C,Urban,146770
9056,Professor,9,Bachelor's,Medicine,Advanced Certified,42,University B,Suburban,109890
9057,Research Scientist,21,Bachelor's,Arts,None,65,University A,Suburban,83050
9058,Assistant Professor,3,Master's,Science,Certified,0,University D,Suburban,63250
9059,Assistant Professor,25,PhD,Arts,Certified,54,University C,Suburban,98230
9060,Lecturer,25,Master's,Arts,Certified,50,University D,Suburban,81950
9061,Professor,12,Bachelor's,Arts,None,4,University A,Suburban,95480
9062,Assistant Professor,29,Bachelor's,Arts,Advanced Certified,11,University D,Urban,93210
9063,Research Scientist,11,Master's,Arts,Certified,13,University A,Urban,88530
9064,Professor,11,Bachelor's,Engineering,Advanced Certified,59,University C,Suburban,114730
9065,Lecturer,26,PhD,Arts,None,95,University A,Suburban,100100
9066,Research Scientist,14,Master's,Arts,Certified,39,University C,Suburban,82280
9067,Associate Professor,16,PhD,Medicine,Certified,8,University D,Rural,87600
9068,Lecturer,10,PhD,Medicine,Advanced Certified,41,University A,Suburban,87120
9069,Research Scientist,31,Master's,Medicine,Certified,41,University B,Urban,108810
9070,Assistant Professor,31,Master's,Arts,None,32,University B,Urban,97370
9071,Associate Professor,36,Bachelor's,Medicine,Advanced Certified,24,University B,Suburban,98780
9072,Lecturer,10,Bachelor's,Engineering,Advanced Certified,77,University C,Urban,92820
9073,Assistant Professor,26,Master's,Science,Certified,8,University A,Urban,91780
9074,Associate Professor,20,Master's,Medicine,Certified,90,University B,Rural,96000
9075,Professor,9,Bachelor's,Medicine,Certified,43,University C,Suburban,105710
9076,Assistant Professor,15,Bachelor's,Engineering,Certified,82,University B,Urban,97370
9077,Research Scientist,9,Bachelor's,Business,Advanced Certified,57,University D,Urban,97370
9078,Lecturer,7,Master's,Business,Advanced Certified,24,University D,Suburban,70730
9079,Associate Professor,26,Master's,Engineering,Certified,31,University D,Urban,113360
9080,Assistant Professor,24,Bachelor's,Medicine,Advanced Certified,21,University B,Rural,71200
9081,Professor,12,PhD,Science,None,92,University C,Suburban,131340
9082,Lecturer,20,PhD,Medicine,Advanced Certified,54,University B,Urban,112840
9083,Lecturer,14,Bachelor's,Engineering,None,91,University C,Suburban,76120
9084,Assistant Professor,22,Master's,Engineering,None,60,University B,Urban,98800
9085,Professor,16,Master's,Arts,None,56,University C,Rural,104200
9086,Associate Professor,29,PhD,Engineering,Certified,76,University B,Urban,140010
9087,Assistant Professor,32,Bachelor's,Arts,Advanced Certified,60,University A,Rural,83000
9088,Associate Professor,19,PhD,Engineering,None,91,University A,Suburban,112970
9089,Lecturer,35,PhD,Arts,Certified,66,University C,Rural,92700
9090,Associate Professor,32,Bachelor's,Arts,Advanced Certified,93,University D,Suburban,111760
9091,Professor,20,PhD,Medicine,Advanced Certified,74,University D,Urban,164840
9092,Research Scientist,40,Master's,Arts,Certified,1,University D,Urban,104260
9093,Professor,20,PhD,Business,Advanced Certified,56,University C,Urban,160160
9094,Associate Professor,8,Bachelor's,Engineering,Certified,72,University A,Urban,105820
9095,Assistant Professor,35,Master's,Science,Certified,32,University C,Suburban,87890
9096,Lecturer,13,Master's,Engineering,Certified,89,University B,Suburban,83930
9097,Research Scientist,6,PhD,Medicine,Advanced Certified,62,University B,Urban,116220
9098,Assistant Professor,16,Master's,Medicine,Certified,15,University B,Suburban,73700
9099,Assistant Professor,5,Bachelor's,Arts,Certified,88,University B,Suburban,78210
9100,Professor,34,PhD,Medicine,Advanced Certified,0,University B,Suburban,130900
9101,Associate Professor,6,Master's,Medicine,None,84,University B,Urban,110240
9102,Professor,33,Bachelor's,Engineering,Certified,63,University D,Rural,112100
9103,Associate Professor,15,PhD,Business,Certified,83,University D,Rural,102100
9104,Professor,15,Bachelor's,Business,None,68,University B,Suburban,111210
9105,Assistant Professor,14,Master's,Arts,Advanced Certified,16,University C,Rural,70200
9106,Lecturer,39,PhD,Medicine,Advanced Certified,39,University A,Rural,93300
9107,Associate Professor,5,PhD,Medicine,Advanced Certified,0,University B,Suburban,92950
9108,Research Scientist,26,Master's,Business,Certified,12,University B,Suburban,82940
9109,Research Scientist,17,Bachelor's,Arts,None,17,University C,Suburban,70290
9110,Assistant Professor,16,Master's,Medicine,Advanced Certified,67,University D,Urban,105820
9111,Professor,35,PhD,Arts,None,13,University C,Rural,115100
9112,Professor,38,PhD,Engineering,Advanced Certified,4,University A,Rural,121800
9113,Assistant Professor,23,Master's,Medicine,Certified,61,University A,Suburban,87670
9114,Research Scientist,13,Bachelor's,Medicine,Advanced Certified,32,University C,Urban,93470
9115,Research Scientist,33,Master's,Medicine,None,25,University B,Suburban,86350
9116,Professor,29,Bachelor's,Business,None,60,University D,Urban,138450
9117,Associate Professor,34,Bachelor's,Business,None,67,University B,Rural,90400
9118,Lecturer,34,PhD,Medicine,Certified,29,University B,Suburban,93280
9119,Associate Professor,27,Bachelor's,Medicine,Advanced Certified,61,University B,Suburban,101970
9120,Research Scientist,15,PhD,Engineering,Certified,61,University B,Rural,89700
9121,Associate Professor,9,Bachelor's,Engineering,Certified,80,University D,Urban,108550
9122,Lecturer,26,Bachelor's,Arts,None,91,University C,Urban,97760
9123,Associate Professor,3,PhD,Arts,None,69,University A,Rural,90300
9124,Associate Professor,36,Bachelor's,Business,Certified,56,University A,Urban,119860
9125,Associate Professor,5,Master's,Science,Certified,90,University D,Rural,88500
9126,Associate Professor,20,Bachelor's,Engineering,Advanced Certified,35,University C,Rural,84000
9127,Assistant Professor,20,PhD,Arts,None,6,University D,Rural,74200
9128,Research Scientist,5,PhD,Engineering,None,64,University B,Urban,106990
9129,Lecturer,10,Master's,Engineering,None,73,University D,Suburban,75460
9130,Research Scientist,16,Bachelor's,Science,Advanced Certified,76,University C,Rural,82200
9131,Assistant Professor,25,Master's,Engineering,Advanced Certified,40,University A,Urban,104650
9132,Assistant Professor,25,Bachelor's,Science,None,31,University D,Rural,66700
9133,Assistant Professor,30,Master's,Science,None,13,University A,Urban,91780
9134,Assistant Professor,14,PhD,Engineering,Certified,32,University A,Rural,79400
9135,Associate Professor,22,PhD,Engineering,Certified,29,University A,Urban,123240
9136,Research Scientist,28,Master's,Arts,Advanced Certified,72,University C,Rural,92400
9137,Professor,30,Bachelor's,Engineering,None,5,University B,Rural,96000
9138,Lecturer,19,Bachelor's,Engineering,Certified,9,University B,Rural,58300
9139,Assistant Professor,38,PhD,Engineering,Certified,74,University C,Urban,129740
9140,Research Scientist,20,Bachelor's,Arts,None,19,University B,Suburban,72380
9141,Assistant Professor,35,Master's,Science,None,88,University B,Rural,88100
9142,Assistant Professor,22,Master's,Arts,Certified,11,University B,Urban,89960
9143,Assistant Professor,15,Bachelor's,Engineering,None,21,University D,Urban,77610
9144,Assistant Professor,11,PhD,Medicine,None,75,University B,Urban,108550
9145,Assistant Professor,34,PhD,Engineering,Advanced Certified,13,University D,Suburban,98560
9146,Lecturer,24,PhD,Arts,Certified,47,University A,Suburban,91740
9147,Research Scientist,6,PhD,Arts,Certified,53,University D,Suburban,91960
9148,Assistant Professor,17,PhD,Business,Advanced Certified,35,University B,Rural,85500
9149,Assistant Professor,28,Master's,Medicine,Advanced Certified,60,University C,Rural,86000
9150,Assistant Professor,31,Bachelor's,Arts,Certified,54,University A,Urban,100490
9151,Assistant Professor,36,Master's,Science,Certified,13,University A,Urban,99580
9152,Associate Professor,9,PhD,Engineering,None,1,University D,Rural,79700
9153,Associate Professor,10,PhD,Science,None,1,University C,Urban,104260
9154,Professor,21,Bachelor's,Arts,Certified,60,University B,Urban,137150
9155,Assistant Professor,34,Bachelor's,Arts,None,5,University D,Suburban,72600
9156,Professor,31,Bachelor's,Science,None,24,University D,Rural,100300
9157,Lecturer,29,Master's,Science,None,66,University A,Suburban,84370
9158,Professor,11,Bachelor's,Business,Advanced Certified,22,University D,Urban,125970
9159,Research Scientist,33,Master's,Engineering,Certified,72,University C,Rural,90900
9160,Associate Professor,1,PhD,Science,Certified,94,University D,Suburban,107030
9161,Associate Professor,21,Master's,Engineering,Certified,27,University D,Rural,83900
9162,Assistant Professor,23,Bachelor's,Medicine,None,24,University C,Urban,83590
9163,Assistant Professor,9,Master's,Arts,None,98,University D,Urban,100230
9164,Lecturer,1,Master's,Science,Advanced Certified,64,University B,Urban,90090
9165,Lecturer,21,Master's,Medicine,Advanced Certified,65,University D,Rural,79500
9166,Research Scientist,22,Bachelor's,Arts,Certified,78,University B,Rural,81600
9167,Assistant Professor,4,Master's,Business,Advanced Certified,42,University C,Suburban,77440
9168,Assistant Professor,1,Bachelor's,Arts,Advanced Certified,39,University B,Rural,63300
9169,Lecturer,10,Master's,Science,None,79,University C,Suburban,76780
9170,Lecturer,15,Master's,Medicine,Certified,22,University B,Suburban,70290
9171,Lecturer,36,Master's,Medicine,Certified,48,University B,Suburban,87560
9172,Associate Professor,29,Bachelor's,Medicine,Advanced Certified,98,University C,Rural,101100
9173,Professor,5,Bachelor's,Arts,None,7,University C,Rural,83900
9174,Professor,29,Bachelor's,Engineering,Advanced Certified,6,University B,Rural,102700
9175,Assistant Professor,27,PhD,Engineering,Advanced Certified,20,University C,Suburban,96250
9176,Associate Professor,25,Bachelor's,Arts,Certified,34,University A,Urban,106990
9177,Lecturer,16,Master's,Science,None,100,University D,Suburban,84700
9178,Assistant Professor,16,PhD,Arts,Advanced Certified,96,University B,Suburban,106920
9179,Associate Professor,36,Bachelor's,Engineering,Advanced Certified,100,University A,Suburban,115500
9180,Research Scientist,25,Bachelor's,Arts,None,98,University A,Rural,84100
9181,Associate Professor,1,PhD,Medicine,Advanced Certified,81,University A,Suburban,108570
9182,Assistant Professor,5,PhD,Science,Certified,60,University C,Suburban,88550
9183,Professor,20,Bachelor's,Science,Advanced Certified,82,University D,Suburban,124740
9184,Lecturer,5,PhD,Business,Certified,73,University B,Urban,102830
9185,Research Scientist,36,Master's,Arts,Certified,67,University D,Rural,91400
9186,Associate Professor,29,Master's,Medicine,Certified,29,University B,Suburban,97130
9187,Assistant Professor,34,Master's,Arts,Certified,96,University D,Suburban,101420
9188,Assistant Professor,18,Bachelor's,Business,Certified,67,University D,Urban,95420
9189,Lecturer,2,Master's,Business,Certified,8,University A,Rural,54600
9190,Assistant Professor,16,PhD,Arts,Advanced Certified,16,University C,Suburban,89320
9191,Assistant Professor,29,Master's,Arts,None,42,University B,Rural,75900
9192,Lecturer,33,PhD,Arts,Advanced Certified,87,University B,Suburban,109890
9193,Research Scientist,16,Master's,Engineering,None,56,University B,Suburban,83820
9194,Professor,35,PhD,Business,Advanced Certified,12,University A,Rural,121900
9195,Professor,17,Master's,Science,None,56,University A,Urban,136110
9196,Associate Professor,4,Master's,Engineering,Advanced Certified,25,University A,Suburban,86900
9197,Research Scientist,4,Master's,Medicine,Certified,60,University A,Rural,74000
9198,Associate Professor,25,PhD,Science,None,61,University A,Suburban,109670
9199,Professor,33,PhD,Science,Advanced Certified,18,University D,Suburban,134310
9200,Lecturer,14,Master's,Science,Certified,80,University B,Urban,97500
9201,Assistant Professor,24,PhD,Business,Advanced Certified,29,University D,Urban,114140
9202,Professor,11,PhD,Medicine,None,89,University A,Rural,118300
9203,Research Scientist,25,Bachelor's,Engineering,Advanced Certified,12,University C,Suburban,81290
9204,Professor,28,Master's,Medicine,Advanced Certified,48,University A,Suburban,127160
9205,Research Scientist,7,PhD,Engineering,Certified,81,University A,Rural,89700
9206,Research Scientist,36,PhD,Business,Certified,84,University A,Suburban,115280
9207,Research Scientist,10,PhD,Medicine,Certified,97,University B,Suburban,103840
9208,Associate Professor,36,PhD,Science,None,50,University B,Rural,103000
9209,Lecturer,31,Bachelor's,Medicine,Certified,8,University C,Urban,83330
9210,Professor,19,PhD,Business,None,93,University B,Suburban,135410
9211,Lecturer,18,PhD,Business,Certified,28,University A,Urban,99580
9212,Assistant Professor,6,Bachelor's,Business,Certified,92,University C,Urban,94120
9213,Professor,28,Master's,Engineering,Certified,82,University C,Urban,153920
9214,Lecturer,7,Master's,Medicine,Certified,7,University C,Rural,56900
9215,Lecturer,38,Bachelor's,Science,None,80,University A,Rural,79000
9216,Assistant Professor,12,Master's,Science,None,75,University B,Rural,74000
9217,Research Scientist,34,Master's,Arts,None,14,University D,Urban,99840
9218,Professor,25,Bachelor's,Business,Certified,68,University B,Urban,141830
9219,Professor,17,PhD,Science,Certified,33,University D,Urban,147030
9220,Assistant Professor,33,Bachelor's,Business,Certified,51,University A,Suburban,85470
9221,Research Scientist,23,Bachelor's,Science,None,49,University B,Urban,95290
9222,Professor,9,Bachelor's,Medicine,Advanced Certified,66,University A,Suburban,115170
9223,Professor,6,Bachelor's,Arts,Advanced Certified,4,University A,Urban,118040
9224,Professor,2,Bachelor's,Business,Advanced Certified,97,University C,Suburban,118140
9225,Research Scientist,38,PhD,Engineering,None,8,University B,Suburban,96360
9226,Assistant Professor,9,Master's,Engineering,Advanced Certified,87,University C,Rural,81900
9227,Professor,3,Bachelor's,Science,None,4,University B,Rural,82300
9228,Lecturer,16,PhD,Medicine,None,26,University A,Urban,93860
9229,Research Scientist,25,Bachelor's,Business,Certified,83,University C,Rural,84100
9230,Associate Professor,24,PhD,Arts,Certified,46,University A,Suburban,109120
9231,Assistant Professor,29,Master's,Medicine,None,61,University D,Rural,79700
9232,Lecturer,40,PhD,Science,Advanced Certified,44,University A,Rural,94800
9233,Professor,26,PhD,Medicine,None,65,University D,Suburban,133100
9234,Associate Professor,38,Master's,Arts,None,22,University D,Urban,114920
9235,Assistant Professor,35,Master's,Medicine,Advanced Certified,97,University C,Urban,125970
9236,Research Scientist,23,PhD,Business,Certified,60,University C,Suburban,102850
9237,Associate Professor,4,Bachelor's,Science,None,92,University B,Rural,80400
9238,Associate Professor,14,Bachelor's,Arts,Certified,42,University B,Urban,101920
9239,Lecturer,39,Master's,Science,Certified,34,University C,Suburban,86130
9240,Assistant Professor,7,Bachelor's,Business,Certified,29,University B,Urban,78390
9241,Lecturer,8,Master's,Arts,None,66,University A,Suburban,72820
9242,Lecturer,19,PhD,Arts,Advanced Certified,9,University A,Rural,77300
9243,Professor,2,PhD,Science,Advanced Certified,55,University A,Urban,148200
9244,Research Scientist,1,Bachelor's,Medicine,Certified,33,University A,Suburban,68310
9245,Associate Professor,38,Master's,Medicine,Certified,64,University A,Urban,129740
9246,Assistant Professor,13,Bachelor's,Engineering,Advanced Certified,5,University D,Rural,62500
9247,Research Scientist,24,Bachelor's,Engineering,Certified,69,University A,Urban,105040
9248,Research Scientist,32,PhD,Arts,Advanced Certified,42,University B,Suburban,108240
9249,Assistant Professor,30,Bachelor's,Science,Advanced Certified,15,University C,Rural,73000
9250,Research Scientist,6,PhD,Arts,None,62,University C,Suburban,90640
9251,Professor,38,Master's,Science,Certified,64,University B,Rural,119800
9252,Research Scientist,33,Bachelor's,Business,Certified,4,University B,Urban,93990
9253,Professor,23,PhD,Engineering,None,24,University B,Rural,111300
9254,Associate Professor,10,Bachelor's,Arts,Advanced Certified,26,University C,Rural,77200
9255,Associate Professor,15,Master's,Business,Certified,41,University B,Rural,83700
9256,Lecturer,23,Bachelor's,Medicine,None,54,University B,Rural,66300
9257,Professor,36,Bachelor's,Engineering,Advanced Certified,25,University D,Suburban,121000
9258,Associate Professor,1,PhD,Science,None,15,University D,Rural,78500
9259,Research Scientist,8,Master's,Medicine,None,89,University D,Suburban,86680
9260,Assistant Professor,3,Master's,Medicine,None,100,University C,Suburban,81950
9261,Assistant Professor,14,Master's,Business,None,27,University B,Urban,85020
9262,Professor,17,Bachelor's,Arts,Advanced Certified,91,University A,Urban,147810
9263,Lecturer,34,PhD,Arts,None,29,University C,Rural,81800
9264,Research Scientist,6,Bachelor's,Business,Advanced Certified,76,University D,Rural,77200
9265,Professor,5,Bachelor's,Medicine,None,88,University D,Urban,130130
9266,Assistant Professor,40,Bachelor's,Engineering,None,44,University C,Urban,99840
9267,Professor,29,Master's,Medicine,Certified,18,University C,Suburban,116710
9268,Research Scientist,35,PhD,Business,Certified,12,University B,Rural,89900
9269,Associate Professor,18,Master's,Medicine,Certified,74,University C,Urban,119340
9270,Research Scientist,40,Bachelor's,Medicine,Certified,22,University A,Urban,103220
9271,Associate Professor,30,Bachelor's,Medicine,None,13,University A,Suburban,85360
9272,Associate Professor,15,PhD,Medicine,None,73,University C,Suburban,106810
9273,Associate Professor,15,Master's,Engineering,Advanced Certified,97,University A,Urban,128570
9274,Professor,16,Bachelor's,Science,None,22,University B,Rural,92400
9275,Assistant Professor,33,Bachelor's,Science,Advanced Certified,39,University C,Suburban,87230
9276,Professor,10,PhD,Arts,None,63,University A,Suburban,123860
9277,Assistant Professor,19,Bachelor's,Science,None,84,University D,Rural,74300
9278,Research Scientist,37,Master's,Science,Advanced Certified,58,University B,Urban,122330
9279,Lecturer,3,Master's,Science,Certified,19,University C,Urban,74490
9280,Research Scientist,36,Bachelor's,Medicine,None,31,University C,Rural,76200
9281,Professor,4,Bachelor's,Medicine,Certified,77,University C,Rural,100400
9282,Professor,11,Bachelor's,Engineering,Advanced Certified,23,University D,Suburban,106810
9283,Assistant Professor,33,PhD,Medicine,None,45,University A,Urban,115050
9284,Professor,28,PhD,Medicine,Advanced Certified,17,University C,Urban,155220
9285,Associate Professor,32,Master's,Science,None,93,University A,Urban,129480
9286,Professor,16,Master's,Engineering,Advanced Certified,91,University B,Rural,118200
9287,Assistant Professor,9,Bachelor's,Engineering,Advanced Certified,47,University D,Rural,68900
9288,Assistant Professor,11,Bachelor's,Science,Certified,13,University D,Urban,76830
9289,Associate Professor,6,Bachelor's,Science,Certified,53,University B,Rural,76600
9290,Assistant Professor,27,PhD,Engineering,Certified,20,University B,Rural,83500
9291,Lecturer,12,PhD,Business,None,97,University C,Rural,84400
9292,Research Scientist,22,Bachelor's,Science,Advanced Certified,4,University B,Urban,92040
9293,Professor,40,Bachelor's,Science,Certified,30,University D,Urban,141700
9294,Lecturer,37,Master's,Engineering,None,66,University A,Urban,104910
9295,Professor,21,PhD,Business,Certified,86,University A,Suburban,138270
9296,Lecturer,33,Bachelor's,Business,None,58,University A,Urban,93730
9297,Professor,17,PhD,Arts,Advanced Certified,43,University A,Suburban,131010
9298,Associate Professor,29,Bachelor's,Business,Advanced Certified,63,University A,Rural,94100
9299,Assistant Professor,40,Bachelor's,Science,Advanced Certified,93,University A,Rural,93600
9300,Assistant Professor,10,Master's,Medicine,None,41,University D,Rural,66200
9301,Associate Professor,18,Master's,Engineering,Advanced Certified,93,University B,Urban,129480
9302,Lecturer,13,Master's,Science,None,99,University D,Suburban,82830
9303,Research Scientist,27,Bachelor's,Engineering,None,37,University C,Urban,94770
9304,Lecturer,10,Master's,Business,None,6,University A,Urban,71760
9305,Assistant Professor,32,Bachelor's,Engineering,Advanced Certified,58,University B,Rural,82600
9306,Research Scientist,3,PhD,Science,Advanced Certified,68,University B,Suburban,98010
9307,Professor,22,PhD,Medicine,Advanced Certified,69,University A,Urban,164840
9308,Research Scientist,27,Bachelor's,Science,None,48,University B,Suburban,82610
9309,Lecturer,3,Master's,Arts,Advanced Certified,77,University A,Urban,94770
9310,Associate Professor,33,Master's,Engineering,None,10,University C,Rural,83500
9311,Professor,2,PhD,Science,Advanced Certified,100,University A,Urban,159900
9312,Lecturer,11,Bachelor's,Business,None,1,University C,Suburban,54670
9313,Professor,10,Bachelor's,Business,Certified,94,University B,Rural,106800
9314,Research Scientist,39,Bachelor's,Science,Advanced Certified,26,University D,Urban,108810
9315,Assistant Professor,33,PhD,Arts,Advanced Certified,15,University B,Suburban,98450
9316,Lecturer,7,PhD,Engineering,None,63,University D,Suburban,82610
9317,Associate Professor,15,Master's,Arts,None,65,University A,Rural,85500
9318,Research Scientist,26,Bachelor's,Medicine,None,48,University B,Rural,74600
9319,Lecturer,11,Bachelor's,Science,Certified,89,University B,Urban,91390
9320,Associate Professor,38,Bachelor's,Arts,Advanced Certified,15,University C,Rural,89000
9321,Lecturer,27,Bachelor's,Medicine,None,72,University A,Urban,93470
9322,Research Scientist,39,PhD,Arts,Certified,51,University D,Suburban,109670
9323,Lecturer,7,Master's,Medicine,Certified,72,University A,Rural,69900
9324,Professor,1,PhD,Business,None,4,University C,Suburban,105930
9325,Research Scientist,10,Master's,Business,Advanced Certified,35,University C,Suburban,83600
9326,Lecturer,21,Bachelor's,Science,None,6,University C,Urban,72410
9327,Assistant Professor,15,Bachelor's,Arts,None,60,University A,Rural,67500
9328,Lecturer,30,Bachelor's,Business,None,95,University C,Urban,101400
9329,Professor,30,Bachelor's,Engineering,Certified,28,University A,Rural,103600
9330,Associate Professor,8,Bachelor's,Business,Certified,100,University C,Urban,113100
9331,Associate Professor,24,PhD,Business,Advanced Certified,66,University B,Urban,139360
9332,Associate Professor,19,Master's,Arts,Certified,29,University D,Urban,108290
9333,Assistant Professor,3,PhD,Medicine,None,39,University A,Suburban,79530
9334,Professor,15,Bachelor's,Engineering,Certified,30,University D,Rural,96500
9335,Research Scientist,36,Master's,Engineering,Advanced Certified,47,University A,Suburban,100540
9336,Associate Professor,6,Master's,Medicine,None,90,University A,Suburban,94600
9337,Professor,18,Bachelor's,Arts,None,5,University B,Urban,117000
9338,Lecturer,38,Master's,Business,Certified,61,University B,Urban,108160
9339,Assistant Professor,19,PhD,Medicine,Certified,28,University A,Suburban,89210
9340,Professor,30,PhD,Engineering,Advanced Certified,8,University C,Rural,118600
9341,Professor,13,PhD,Engineering,None,53,University A,Urban,145730
9342,Research Scientist,39,PhD,Business,Advanced Certified,83,University A,Suburban,121110
9343,Professor,12,Master's,Business,Certified,10,University B,Rural,96000
9344,Research Scientist,34,PhD,Science,None,18,University B,Rural,87600
9345,Assistant Professor,12,Master's,Medicine,Certified,73,University D,Suburban,84260
9346,Assistant Professor,24,Bachelor's,Business,None,4,University D,Suburban,66880
9347,Lecturer,4,PhD,Science,Advanced Certified,86,University C,Rural,85200
9348,Research Scientist,36,Bachelor's,Arts,None,69,University D,Rural,83800
9349,Research Scientist,14,PhD,Engineering,Certified,94,University D,Suburban,105380
9350,Associate Professor,17,Bachelor's,Medicine,None,17,University D,Suburban,79090
